text,category,subcategory,language,is_sarcastic
डस्टबिन ओवरफ्लो हो रहा है और कचरा बाहर गिर रहा है।,sanitation_and_waste,garbage_issues,Hindi,No
सड़क किनारे कचरा पड़ा है लेकिन यातायात सामान्य है।,sanitation_and_waste,garbage_issues,Hindi,No
खुले कचरे से मच्छर और बीमारियां फैल रही हैं।,sanitation_and_waste,public_health_risk,Hindi,No
वाह! इतनी गंदगी पहले कभी नहीं देखी।,sanitation_and_waste,garbage_issues,Hindi,Yes
Garbage piling up in Patel Nagar causing bad odor.,sanitation_and_waste,garbage_issues,English,No
"No regular garbage pickup in Uttam Nagar, area becoming dirty.",sanitation_and_waste,poor_waste_collection,English,No
Dustbin near metro station is overflowing continuously.,sanitation_and_waste,garbage_issues,English,No
Waste lying on roadside but traffic still moving smoothly.,sanitation_and_waste,garbage_issues,English,No
Open garbage in locality leading to mosquito breeding.,sanitation_and_waste,public_health_risk,English,No
Fantastic job! Garbage everywhere in our area.,sanitation_and_waste,garbage_issues,English,Yes
"Tilak Nagar mein safai nahi ho rahi, kachra jama ho gaya hai.",sanitation_and_waste,garbage_issues,Hinglish,No
Collection delay ki wajah se kachra badhta ja raha hai.,sanitation_and_waste,poor_waste_collection,Hinglish,No
Dustbin se kachra overflow ho kar road pe aa raha hai.,sanitation_and_waste,garbage_issues,Hinglish,No
Road ke side mein waste pada hai par blockage nahi hai.,sanitation_and_waste,garbage_issues,Hinglish,No
Open garbage se infection ka risk badh raha hai.,sanitation_and_waste,public_health_risk,Hinglish,No
Thanks for making our street a landfill!,sanitation_and_waste,garbage_issues,English,Yes
"कचरा समय पर नहीं उठाया जा रहा, इलाके में गंदगी बढ़ रही है।",sanitation_and_waste,poor_waste_collection,Hindi,No
"सड़क के किनारे कचरा पड़ा है, लेकिन रास्ता खुला है।",sanitation_and_waste,garbage_issues,Hindi,No
खुले कचरे से दुर्गंध और बीमारी फैल रही है।,sanitation_and_waste,public_health_risk,Hindi,No
वाह! इतनी बदबू के साथ जीना भी एक अनुभव है।,sanitation_and_waste,garbage_issues,Hindi,Yes
Garbage heaps in colony are increasing daily.,sanitation_and_waste,garbage_issues,English,No
No waste collection service in this area for days.,sanitation_and_waste,poor_waste_collection,English,No
Overflowing bins spreading garbage nearby.,sanitation_and_waste,garbage_issues,English,No
Waste lying on roadside but traffic flow is fine.,sanitation_and_waste,garbage_issues,English,No
Open garbage attracting insects and causing health issues.,sanitation_and_waste,public_health_risk,English,No
Great! Another day with garbage smell everywhere.,sanitation_and_waste,garbage_issues,English,Yes
"Rohini Sector 8 mein road poori tarah toot chuki hai, gadi chalana mushkil hai.",infrastructure_failures,potholes,Hinglish,No
"Streetlights in Dwarka Sector 12 are not working, area is completely dark at night.",infrastructure_failures,streetlight_failure,English,No
Drainage system kharab hone ki wajah se thodi baarish mein paani bhar jata hai.,infrastructure_failures,drainage_failure,Hinglish,No
"Waterlogging ho raha hai lekin vehicles slow chal rahe hain, block nahi hai.",infrastructure_failures,waterlogging,Hinglish,No
वाह MCD! Road itna kharab hai ki rally track lag raha hai.,infrastructure_failures,potholes,Hinglish,Yes
"Janakpuri mein streetlights kaam nahi kar rahi, raat mein andhera rehta hai.",infrastructure_failures,streetlight_failure,Hinglish,No
Damaged drainage in Laxmi Nagar causing water accumulation.,infrastructure_failures,drainage_failure,English,No
हल्की बारिश में ही पानी भर जाता है लेकिन रास्ता खुला रहता है।,infrastructure_failures,waterlogging,Hindi,No
Road condition in Uttam Nagar is extremely खराब with multiple potholes.,infrastructure_failures,potholes,Hinglish,No
Great job! Streetlights band hain aur pura area dark hai.,infrastructure_failures,streetlight_failure,English,Yes
"Drain system block hai isliye paani jama ho raha hai, par traffic chal raha hai.",infrastructure_failures,drainage_failure,Hinglish,No
Waterlogging in Patel Nagar but vehicles are still moving slowly.,infrastructure_failures,waterlogging,English,No
Road pe potholes ki wajah se gadi damage ho rahi hai.,infrastructure_failures,potholes,Hinglish,No
Streetlights not functioning in Paschim Vihar causing safety issues.,infrastructure_failures,streetlight_failure,English,No
वाह! रात में streetlights off hone se adventure milta hai.,infrastructure_failures,streetlight_failure,Hinglish,Yes
सड़क पर बड़े गड्ढे हैं जिससे चलना मुश्किल है।,infrastructure_failures,potholes,Hindi,No
"स्ट्रीट लाइट खराब है, रात में कुछ दिखाई नहीं देता।",infrastructure_failures,streetlight_failure,Hindi,No
"ड्रेनेज सिस्टम सही नहीं है, पानी जमा हो जाता है।",infrastructure_failures,drainage_failure,Hindi,No
पानी जमा है लेकिन ट्रैफिक धीरे-धीरे चल रहा है।,infrastructure_failures,waterlogging,Hindi,No
वाह! सड़क इतनी खराब है कि गाड़ी हिलती रहती है।,infrastructure_failures,potholes,Hindi,Yes
Road in Mayur Vihar has multiple potholes making driving unsafe.,infrastructure_failures,potholes,English,No
Streetlights in Green Park are not working properly.,infrastructure_failures,streetlight_failure,English,No
Poor drainage causing water accumulation during rains.,infrastructure_failures,drainage_failure,English,No
Waterlogging visible but traffic is still moving slowly.,infrastructure_failures,waterlogging,English,No
Fantastic! Roads feel like off-road tracks now.,infrastructure_failures,potholes,English,Yes
Kirti Nagar mein road pe itne potholes hain ki bike chalana risky hai.,infrastructure_failures,potholes,Hinglish,No
Streetlight ka pole hai par light kaam nahi kar rahi.,infrastructure_failures,streetlight_failure,Hinglish,No
Drain jam hone ki wajah se paani nikal nahi raha.,infrastructure_failures,drainage_failure,Hinglish,No
Rain ke baad waterlogging ho gaya hai par road open hai.,infrastructure_failures,waterlogging,Hinglish,No
Thanks MCD! Road pe har jagah gaddhe hi gaddhe hain.,infrastructure_failures,potholes,Hinglish,Yes
सड़क पर गड्ढों की वजह से दुर्घटना का खतरा है।,infrastructure_failures,potholes,Hindi,No
लाइट खराब है और रात में अंधेरा रहता है।,infrastructure_failures,streetlight_failure,Hindi,No
ड्रेनेज सिस्टम खराब होने से पानी रुकता है।,infrastructure_failures,drainage_failure,Hindi,No
पानी जमा है लेकिन रास्ता बंद नहीं है।,infrastructure_failures,waterlogging,Hindi,No
वाह! सड़क की हालत और खराब होती जा रही है।,infrastructure_failures,potholes,Hindi,Yes
Damaged roads in Model Town causing inconvenience.,infrastructure_failures,potholes,English,No
Streetlights flickering and not working properly.,infrastructure_failures,streetlight_failure,English,No
Drainage issues leading to stagnant water.,infrastructure_failures,drainage_failure,English,No
Waterlogging but no complete blockage of vehicles.,infrastructure_failures,waterlogging,English,No
Subhash Nagar mein road ki condition bahut kharab hai.,infrastructure_failures,potholes,Hinglish,No
Streetlights band hone se raat mein dar lagta hai.,infrastructure_failures,streetlight_failure,Hinglish,No
"Drainage system kaam nahi kar raha, paani ruk raha hai.",infrastructure_failures,drainage_failure,Hinglish,No
Waterlogging ke bawajood traffic slow move kar raha hai.,infrastructure_failures,waterlogging,Hinglish,No
वाह! हर बारिश के बाद swimming pool ban jata hai road.,infrastructure_failures,waterlogging,Hinglish,Yes
Non-functional streetlights in residential area.,infrastructure_failures,streetlight_failure,English,No
Drain blockage causing water stagnation.,infrastructure_failures,drainage_failure,English,No
Waterlogging present but vehicles can still pass.,infrastructure_failures,waterlogging,English,No
Thanks for the amazing road condition!,infrastructure_failures,potholes,English,Yes
Garbage ke karan road completely block ho gaya hai Rohini mein.,municipal_traffic_obstruction,road_blockage,Hinglish,No
Garbage road ke side mein pada hai Rohini mein lekin traffic chal raha hai.,sanitation_and_waste,garbage_issues,Hinglish,No
Illegal parking ne Lajpat Nagar mein pura rasta band kar diya.,municipal_traffic_obstruction,illegal_parking,Hinglish,No
Chandni Chowk mein vendors road side pe hain par traffic flow ho raha hai.,community_and_public_spaces,encroachment,Hinglish,No
Construction material ke wajah se Saket road block hai.,municipal_traffic_obstruction,road_blockage,Hinglish,No
Dwarka mein waterlogging hai lekin traffic slow move ho raha hai.,infrastructure_failures,waterlogging,Hinglish,No
Kachra road ke beech mein dump hai aur jam laga hua hai.,municipal_traffic_obstruction,road_blockage,Hinglish,No
Kachra road ke side mein pada hai par vehicles pass ho rahe hain.,sanitation_and_waste,garbage_issues,Hinglish,No
Drain overflow ki wajah se road block ho gaya hai.,municipal_traffic_obstruction,road_blockage,Hinglish,No
Encroachment ke karan GK mein gadiyan nahi chal pa rahi.,municipal_traffic_obstruction,encroachment,Hinglish,No
GK mein encroachment hai lekin rasta partially open hai.,community_and_public_spaces,encroachment,Hinglish,No
Auto stand illegal bana kar pura road block kar diya.,municipal_traffic_obstruction,illegal_parking,Hinglish,No
Market ke bahar double parking se jam lag gaya.,municipal_traffic_obstruction,traffic_jam,Hinglish,No
Festival stalls ne pura road block kar diya hai.,municipal_traffic_obstruction,encroachment,English,No
Water tanker leak hone se road slippery aur blocked hai.,municipal_traffic_obstruction,road_blockage,Hinglish,No
Road digging ke baad pura rasta band chhod diya.,municipal_traffic_obstruction,road_blockage,Hinglish,No
Road digging hui hai par ek lane open hai.,infrastructure_failures,road_surface_issues,Hinglish,No
Thanks MCD! Garbage se pura road block karke traffic museum bana diya.,municipal_traffic_obstruction,road_blockage,English,Yes
Thanks MCD! Garbage ka hill bana diya par log adjust karke chal rahe hain.,sanitation_and_waste,garbage_issues,English,Yes
Naali ka pani road pe aa gaya aur jam lag gaya.,municipal_traffic_obstruction,road_blockage,Hinglish,No
Rickshaw walon ne pura road gher liya aur traffic ruk gaya.,municipal_traffic_obstruction,encroachment,Hinglish,No
Rickshaw walon ka group hai par traffic chal raha hai.,community_and_public_spaces,encroachment,Hinglish,No
Construction debris ne pura rasta band kar diya.,municipal_traffic_obstruction,road_blockage,Hinglish,No
Footpath tutne se log road pe aa gaye aur jam lag gaya.,municipal_traffic_obstruction,traffic_jam,Hinglish,No
Truck unloading ke chakkar mein pura road block hai.,municipal_traffic_obstruction,road_blockage,Hinglish,No
बारिश के बाद पानी भरा है लेकिन ट्रैफिक धीरे चल रहा है।,infrastructure_failures,waterlogging,Hindi,No
कचरे के ढेर ने पूरी सड़क बंद कर दी है।,municipal_traffic_obstruction,road_blockage,Hindi,No
कचरा सड़क किनारे पड़ा है लेकिन रास्ता खुला है।,sanitation_and_waste,garbage_issues,Hindi,No
अवैध पार्किंग से रास्ता पूरी तरह जाम है।,municipal_traffic_obstruction,illegal_parking,Hindi,No
दुकानदारों ने सड़क घेर ली और ट्रैफिक रुक गया।,municipal_traffic_obstruction,encroachment,Hindi,No
दुकानदार सड़क के किनारे हैं लेकिन ट्रैफिक चल रहा है।,community_and_public_spaces,encroachment,Hindi,No
Thanks MCD! Potholes ne pura road band kar diya.,municipal_traffic_obstruction,road_blockage,English,Yes
Thanks MCD! Potholes hain par somehow gaadi chal rahi hai.,infrastructure_failures,potholes,English,Yes
Encroachment ki wajah se ambulance bhi nahi nikal pa rahi.,municipal_traffic_obstruction,road_blockage,Hinglish,No
Encroachment hai lekin emergency vehicles manage kar rahe hain.,community_and_public_spaces,encroachment,Hinglish,No
Karol Bagh mein illegal parking ke wajah se pura road block ho gaya hai.,municipal_traffic_obstruction,illegal_parking,Hinglish,No
Rohini Sector 3 mein itna traffic jam hai ki 20 min se gadi nahi hilli.,municipal_traffic_obstruction,traffic_jam,Hinglish,No
"Connaught Place ke paas vendors ne road occupy kar liya hai, traffic ruk gaya hai.",municipal_traffic_obstruction,encroachment,Hinglish,No
Lajpat Nagar main road blocked due to double parking.,municipal_traffic_obstruction,illegal_parking,English,No
Najafgarh road pe construction ke naam pe pura rasta band hai.,municipal_traffic_obstruction,road_blockage,Hinglish,No
Green Park mein market ke bahar gadiyon ki wajah se jam laga hua hai.,municipal_traffic_obstruction,traffic_jam,Hinglish,No
Illegal stalls in Chandni Chowk blocking entire traffic movement.,municipal_traffic_obstruction,encroachment,English,No
Thanks MCD! Dwarka Sector 10 mein aaj phir 1 hour ka jam enjoy kiya.,municipal_traffic_obstruction,traffic_jam,English,Yes
Malviya Nagar mein road pe construction material dump karke rasta block hai.,municipal_traffic_obstruction,road_blockage,Hinglish,No
"Autos ne Saket road pe illegal stand bana liya hai, traffic ruk raha hai.",municipal_traffic_obstruction,encroachment,Hinglish,No
Heavy traffic jam in Rajouri Garden due to poor traffic control.,municipal_traffic_obstruction,traffic_jam,English,No
Vendors ne Paharganj road completely block kar diya hai.,municipal_traffic_obstruction,encroachment,Hinglish,No
Mayur Vihar Phase 1 road is blocked because of illegal parking.,municipal_traffic_obstruction,illegal_parking,English,No
Janakpuri mein tempo walon ne pura rasta gher liya hai.,municipal_traffic_obstruction,encroachment,Hinglish,No
"Traffic jam near AIIMS is unbearable, vehicles not moving.",municipal_traffic_obstruction,traffic_jam,English,No
Road blocked in Uttam Nagar due to ongoing construction work.,municipal_traffic_obstruction,road_blockage,English,No
Thanks MCD! Aaj bhi Rohini mein traffic jam ka bonus mil gaya.,municipal_traffic_obstruction,traffic_jam,Hinglish,Yes
Tilak Nagar mein illegal parking ne pura road block kar diya.,municipal_traffic_obstruction,illegal_parking,Hinglish,No
Encroachment in Seelampur causing major traffic obstruction.,municipal_traffic_obstruction,encroachment,English,No
करोल बाग में अवैध पार्किंग से सड़क पूरी तरह जाम है।,municipal_traffic_obstruction,illegal_parking,Hindi,No
रोहिणी सेक्टर 7 में ट्रैफिक जाम की वजह से गाड़ियाँ खड़ी हैं।,municipal_traffic_obstruction,traffic_jam,Hindi,No
"चांदनी चौक में दुकानदारों ने सड़क घेर ली है, ट्रैफिक रुका है।",municipal_traffic_obstruction,encroachment,Hindi,No
लाजपत नगर में डबल पार्किंग के कारण रास्ता बंद है।,municipal_traffic_obstruction,illegal_parking,Hindi,No
जनकपुरी में निर्माण कार्य के कारण सड़क पूरी तरह ब्लॉक है।,municipal_traffic_obstruction,road_blockage,Hindi,No
ग्रीन पार्क में ट्रैफिक जाम इतना है कि गाड़ियाँ हिल नहीं रही हैं।,municipal_traffic_obstruction,traffic_jam,Hindi,No
सीलमपुर में अतिक्रमण के कारण सड़क पर जाम लगा हुआ है।,municipal_traffic_obstruction,encroachment,Hindi,No
धन्यवाद MCD! आज फिर ट्रैफिक जाम का शानदार अनुभव मिला।,municipal_traffic_obstruction,traffic_jam,Hindi,Yes
उत्तम नगर में अवैध पार्किंग से रास्ता पूरी तरह बंद है।,municipal_traffic_obstruction,illegal_parking,Hindi,No
सड़क पर मलबा डालकर पूरा रास्ता ब्लॉक कर दिया गया है।,municipal_traffic_obstruction,road_blockage,Hindi,No
Road pe waterlogging hai but gadiyan slow speed mein nikal rahi hain,infrastructure_failures,waterlogging_flooding,Hinglish,No
Waterlogging ki wajah se traffic bilkul ruk gaya hai Dwarka mein,municipal_traffic_obstruction,waterlogging_stopping_traffic,Hinglish,No
Potholes are huge on the main road but traffic is moving smoothly,infrastructure_failures,potholes,English,No
Large pothole in the middle of the road has caused a massive jam,municipal_traffic_obstruction,traffic_jam,English,No
Construction debris side mein pada hai road clear hai,illegal_construction_and_encroachment,building_material_dumping_on_public_land,Hinglish,No
Construction debris ki wajah se pura rasta block ho gaya hai,municipal_traffic_obstruction,construction_debris_blocking_road,Hinglish,No
Kachra road ke side mein hai smell bohot aa rahi hai,sanitation_and_waste,black_spots_of_garbage,Hinglish,No
Road ke beech mein kachra hone se gadiyan nahi nikal pa rahi,municipal_traffic_obstruction,road_blockage,Hinglish,No
Encroachment on the footpath but people are walking on the road,illegal_construction_and_encroachment,hawker_encroachment,English,No
Footpath encroachment forced people on road causing a heavy jam,municipal_traffic_obstruction,hawker_encroachment_on_footpaths,English,No
Open manhole near the park boundary driving carefully,infrastructure_failures,open_manholes,English,No
Open manhole in the middle of the junction causing a total gridlock,municipal_traffic_obstruction,open_manhole_on_main_road,English,No
Drain cover missing on the side of the lane,infrastructure_failures,missing_drainage_covers,English,No
Streetlight band hai but rasta khula hai,electrical_infrastructure,streetlight_not_working,Hinglish,No
Andhere ki wajah se accident hua aur pura rasta jam hai,municipal_traffic_obstruction,road_blockage,Hinglish,No
Cattle sitting on the divider not affecting traffic,animal_related_issues,cattle_on_road,English,No
Cattle standing in the middle of the road causing a long queue,municipal_traffic_obstruction,cattle_blocking_road,English,No
Fallen tree branch in the park corner,green_and_urban_ecology,fallen_trees_blocking_roads,English,No
Tree fell on the main road and blocked the entire left lane,municipal_traffic_obstruction,fallen_tree_blocking_road,English,No
Road narrowing due to shop boards but traffic is moving,illegal_construction_and_encroachment,road_encroachment_due_to_construction_material,Hinglish,No
Sand dumped for house construction on the sidewalk,illegal_construction_and_encroachment,building_material_dumping_on_public_land,English,No
Sand dump on the main road causing bikes to skid and jam,municipal_traffic_obstruction,sand_dumped_on_road,English,No
Temporary tent for festival in the community ground,community_and_public_spaces,community_hall_mismanagement,English,No
Religious tent on the main road has blocked traffic for two days,municipal_traffic_obstruction,road_blockage,English,No
Thanks MCD! Road pe itna pani hai ki boat chahiye jam ke liye,municipal_traffic_obstruction,waterlogging_stopping_traffic,Hinglish,Yes
Wah! Potholes ko swimming pool bana diya par traffic kyu ruk gaya,municipal_traffic_obstruction,traffic_jam,Hinglish,Yes
Great planning! Closing the main road during peak hours for a pipe,municipal_traffic_obstruction,road_blockage,English,Yes
Amazing! Encroachment has now officially become the new road,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,English,Yes
पानी भरा है पर गाड़ियाँ चल रही हैं,infrastructure_failures,waterlogging_flooding,Hindi,No
पानी की वजह से भारी जाम लगा है,municipal_traffic_obstruction,waterlogging_stopping_traffic,Hindi,No
सड़क टूटी है पर रास्ता खुला है,infrastructure_failures,potholes,Hindi,No
सड़क टूटने की वजह से गाड़ियाँ फंसी हुई हैं,municipal_traffic_obstruction,traffic_jam,Hindi,No
कचरा किनारे पड़ा है और बदबू आ रही है,sanitation_and_waste,black_spots_of_garbage,Hindi,No
कचरे की वजह से रास्ता बंद हो गया है,municipal_traffic_obstruction,road_blockage,Hindi,No
trafic jam in rohini due to kachra,municipal_traffic_obstruction,road_blockage,Hinglish,No
pothols r too big gadi ruk gayi h puri,municipal_traffic_obstruction,traffic_jam,Hinglish,No
blockage due to debris in lajpat nagar,municipal_traffic_obstruction,construction_debris_blocking_road,English,No
too much water on road stuck for 1 hour,municipal_traffic_obstruction,waterlogging_stopping_traffic,English,No
shop board ki wajha se traffic jam ho raha h,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,Hinglish,No
fallen tree in the middle of flyover rasta band,municipal_traffic_obstruction,fallen_tree_blocking_road,Hinglish,No
manhole open on road vehicles divertd jam,municipal_traffic_obstruction,open_manhole_on_main_road,Hinglish,No
sand on road bikes skidding traffic slow,municipal_traffic_obstruction,sand_dumped_on_road,English,No
drain pipe burst road cave in no movement,municipal_traffic_obstruction,drain_collapse_blocking_vehicles,English,No
cow sitting on road bht lamba jam h,municipal_traffic_obstruction,cattle_blocking_road,Hinglish,No
construction material blocks gate of colony jam,municipal_traffic_obstruction,construction_debris_blocking_road,English,No
water tank leak road flooded traffic slow,municipal_traffic_obstruction,waterlogging_stopping_traffic,English,No
shadi tent on road no place for cars,municipal_traffic_obstruction,road_blockage,Hinglish,No
road narrow kr diya encroachment se jam h,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,Hinglish,No
dustbin on road blocks traffic flow,municipal_traffic_obstruction,road_blockage,English,No
illegal parking causing bottleneck in market,municipal_traffic_obstruction,traffic_jam,English,No
pothols ki wajha se line lgi h gadiyo ki,municipal_traffic_obstruction,traffic_jam,Hinglish,No
drainage repair work going on for 1 month jam,municipal_traffic_obstruction,road_blockage,English,No
signal not working chaos everywhere jam,municipal_traffic_obstruction,traffic_jam,English,No
heavy jam due to cattle herd on bypass,municipal_traffic_obstruction,cattle_blocking_road,English,No
road blocked by fallen electric pole,municipal_traffic_obstruction,road_blockage,English,No
water logging depth is too much gadi dhas gayi,municipal_traffic_obstruction,waterlogging_stopping_traffic,Hinglish,No
garbage bin overturned on the main junction,municipal_traffic_obstruction,road_blockage,English,No
encroachment from illegal clinics blocking road,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,English,No
metro construction stuff fell on road jam,municipal_traffic_obstruction,construction_debris_blocking_road,English,No
road toota h jam lga h saket me,municipal_traffic_obstruction,traffic_jam,Hinglish,No
dwarka sector 6 kachra blocks entry jam,municipal_traffic_obstruction,road_blockage,Hinglish,No
too many rikshaws on road blocking buses,municipal_traffic_obstruction,traffic_jam,English,No
sand for repair is on road since 10 days jam,municipal_traffic_obstruction,sand_dumped_on_road,English,No
open sewer line smells and blocks traffic,municipal_traffic_obstruction,drain_collapse_blocking_vehicles,English,No
cow herd blocks highway completely for 2 hours,municipal_traffic_obstruction,cattle_blocking_road,English,No
road cave in near janakpuri traffic restricted,municipal_traffic_obstruction,drain_collapse_blocking_vehicles,English,No
garbage mountains block the service lane,municipal_traffic_obstruction,road_blockage,English,No
illegal dairy animals on road causing jam,municipal_traffic_obstruction,cattle_blocking_road,Hinglish,No
market road narrow due to shop banners jam,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,Hinglish,No
street light maintenance truck blocks road jam,municipal_traffic_obstruction,road_blockage,English,No
water pipe leakage road became slippery jam,municipal_traffic_obstruction,waterlogging_stopping_traffic,English,No
manhole without lid gadi wheels stuck jam,municipal_traffic_obstruction,open_manhole_on_main_road,Hinglish,No
fallen tree branch hit a bus road block,municipal_traffic_obstruction,fallen_tree_blocking_road,English,No
construction debris dump on divider spill jam,municipal_traffic_obstruction,construction_debris_blocking_road,English,No
shop owner extended ramp on road jam,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,Hinglish,No
sand pile on curve very risky and slow traffic,municipal_traffic_obstruction,sand_dumped_on_road,English,No
cows on flyover dangerous and causing jam,municipal_traffic_obstruction,cattle_blocking_road,English,No
construction bricks on road block 1 lane jam,municipal_traffic_obstruction,construction_debris_blocking_road,English,No
water log in front of school bus stuck jam,municipal_traffic_obstruction,waterlogging_stopping_traffic,English,No
kachra gadi parked in middle of road jam,municipal_traffic_obstruction,road_blockage,Hinglish,No
encroachment removed but debris left on road jam,municipal_traffic_obstruction,construction_debris_blocking_road,English,No
pothole depth is 1 foot traffic at crawl,municipal_traffic_obstruction,traffic_jam,English,No
road crack is wide bikes avoid and cause jam,municipal_traffic_obstruction,traffic_jam,English,No
open manhole with red flag traffic diverting jam,municipal_traffic_obstruction,open_manhole_on_main_road,English,No
cattle roaming in market causing bike jams,municipal_traffic_obstruction,cattle_blocking_road,English,No
tree pruning done branches left on road jam,municipal_traffic_obstruction,fallen_tree_blocking_road,English,No
shop stairs on public road blocking vehicles,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,English,No
sand bags on road for defense blocking flow,municipal_traffic_obstruction,sand_dumped_on_road,English,No
sewer repair digging blocks main crossing jam,municipal_traffic_obstruction,road_blockage,English,No
water stagnant for 3 days road closed jam,municipal_traffic_obstruction,waterlogging_stopping_traffic,English,No
potholes everywhere but traffic still moves,infrastructure_failures,potholes,English,No
potholes made road a one way street jam,municipal_traffic_obstruction,traffic_jam,English,No
open manhole covered with stones jam,municipal_traffic_obstruction,open_manhole_on_main_road,English,No
cattle fair on roadside creating heavy jam,municipal_traffic_obstruction,cattle_blocking_road,English,No
road narrow ho gya h posters ki wajha se jam h,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,Hinglish,No
water logging after 5 mins rain jam in delhi,municipal_traffic_obstruction,waterlogging_stopping_traffic,Hinglish,No
fallen tree not removed since morning jam h,municipal_traffic_obstruction,fallen_tree_blocking_road,Hinglish,No
debris spill from truck blocks 2 lanes jam,municipal_traffic_obstruction,construction_debris_blocking_road,English,No
illegal parking of school buses on main road jam,municipal_traffic_obstruction,traffic_jam,English,No
garbage dump near signal causing traffic delay,municipal_traffic_obstruction,road_blockage,English,No
pothole fill krne ke liye rasta band h,municipal_traffic_obstruction,road_blockage,Hinglish,No
road crack repair digging jam in south ex,municipal_traffic_obstruction,road_blockage,Hinglish,No
manhole overflow water on road vehicles stuck,municipal_traffic_obstruction,waterlogging_stopping_traffic,English,No
cattle fight on road people scared and jam,municipal_traffic_obstruction,cattle_blocking_road,Hinglish,No
tree branch touching wire but road is clear,green_and_urban_ecology,overgrown_branches_touching_wires,English,No
tree branch hanging low hit a truck jam,municipal_traffic_obstruction,fallen_tree_blocking_road,English,No
cycle track encroachment forced cycles on road jam,municipal_traffic_obstruction,hawker_encroachment_on_footpaths,English,No
construction lift on road blocks traffic jam,municipal_traffic_obstruction,construction_debris_blocking_road,English,No
road narrow ho gya vendors ki wajha se,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,Hinglish,No
water stagnation is smelly but road is open,infrastructure_failures,water_stagnation_on_streets,English,No
water stagnation forced lane change heavy jam,municipal_traffic_obstruction,waterlogging_stopping_traffic,English,No
pothols r dangerous gadi damage and jam,municipal_traffic_obstruction,traffic_jam,Hinglish,No
road caves in traffic diverted dwarka,municipal_traffic_obstruction,road_blockage,Hinglish,No
open manhole caused bike accident jam,municipal_traffic_obstruction,open_manhole_on_main_road,Hinglish,No
cattle blockade in morning peak hours jam,municipal_traffic_obstruction,cattle_blocking_road,English,No
garbage smell causing slow traffic in market,municipal_traffic_obstruction,road_blockage,English,No
fallen tree blocked colony entrance jam,municipal_traffic_obstruction,fallen_tree_blocking_road,Hinglish,No
construction crane on road blocks 2 lanes jam,municipal_traffic_obstruction,construction_debris_blocking_road,English,No
road narrow due to generator on road jam,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,Hinglish,No
water clogging at red light traffic stuck,municipal_traffic_obstruction,waterlogging_stopping_traffic,English,No
pothols are so deep bus got stuck jam,municipal_traffic_obstruction,traffic_jam,Hinglish,No
road damage making traffic crawl janakpuri,municipal_traffic_obstruction,traffic_jam,English,No
cattle herd on road since 2 hours jam,municipal_traffic_obstruction,cattle_blocking_road,English,No
garbage spill on highway bikers slip jam,municipal_traffic_obstruction,road_blockage,English,No
tree pruning debris not cleared jam h,municipal_traffic_obstruction,fallen_tree_blocking_road,Hinglish,No
encroachment by temples on road causing jam,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,English,No
water pipe fix digging blocked the way,municipal_traffic_obstruction,road_blockage,English,No
pothole repair material dumped on road jam,municipal_traffic_obstruction,construction_debris_blocking_road,English,No
road crack widened due to rain jam,municipal_traffic_obstruction,traffic_jam,English,No
open manhole in waterlogged road jam,municipal_traffic_obstruction,open_manhole_on_main_road,English,No
cattle crossing causing high speed jam,municipal_traffic_obstruction,cattle_blocking_road,English,No
garbage piles forced car on wrong side jam,municipal_traffic_obstruction,road_blockage,English,No
fallen tree hit the pole road blocked jam,municipal_traffic_obstruction,road_blockage,Hinglish,No
construction truck parked illegally jam h,municipal_traffic_obstruction,traffic_jam,Hinglish,No
road narrow kr diya rehari walo ne,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,Hinglish,No
water flow on road very high traffic slow,municipal_traffic_obstruction,waterlogging_stopping_traffic,English,No
pothol area is 50 meters traffic stuck,municipal_traffic_obstruction,traffic_jam,English,No
manhole repair material on road blocks lane,municipal_traffic_obstruction,construction_debris_blocking_road,English,No
cattle roaming in night causing accidents jam,municipal_traffic_obstruction,cattle_blocking_road,English,No
garbage smell in summer is too much jam too,municipal_traffic_obstruction,road_blockage,English,No
tree fall in night rasta bnd h subha se,municipal_traffic_obstruction,fallen_tree_blocking_road,Hinglish,No
construction material blocks ambulance way,municipal_traffic_obstruction,construction_debris_blocking_road,English,No
road narrow ho gya h illegal parking se,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,Hinglish,No
water log after cleaning drain traffic jam,municipal_traffic_obstruction,waterlogging_stopping_traffic,English,No
pothols r like craters traffic crawling,municipal_traffic_obstruction,traffic_jam,English,No
road damage news today traffic restricted,municipal_traffic_obstruction,traffic_jam,English,No
manhole repair work diverted traffic jam,municipal_traffic_obstruction,road_blockage,English,No
